--------------------------------------------------------------
Output text data of Measurement
C:\Users\Public\Documents\Length Stds Data\L0168\straightness.rnd,25/05/2021 10:35:32 a.m.
Title,straightness
Sub Title,
Created By,c.young
Created Date/Time,12/05/2021 3:55:09 p.m.
Revised Date,24/05/2021 9:23:52 a.m.
Revised By,c.young
Revision No.,3
Start time of part program,25/05/2021 9:49:59 a.m.
End time of part program,25/05/2021 10:14:15 a.m.
--------------------------------------------------------------
Parameter LSLI,Straightness(In/Out)(STRt)
Straightness(In/Out)<Straight_6>,1.064µm

Extracted line,Filter Setting,Z Position,Angle Pos
Linear-Outer(VERT)<LN_6>,Gaussian-50%Low[0.25 mm],2.5035 mm,179.82 °
Curve No.,Point No.,ZPos (mm),Extracted line (µm),Profile (µm),LSD (µm),Delete Flag
1,301,3.9515,-0.5655,-0.8690,0.3035,0
1,302,3.9555,-0.6760,-0.8766,0.2961,0
1,303,3.9595,-0.7826,-0.8841,0.2887,0
1,304,3.9635,-0.8918,-0.8915,0.2815,0
1,305,3.9675,-1.0166,-0.8985,0.2746,0
1,306,3.9715,-1.1414,-0.9051,0.2681,0
1,307,3.9755,-1.2389,-0.9112,0.2622,0
1,308,3.9795,-1.3351,-0.9166,0.2570,0
1,309,3.9835,-1.4716,-0.9212,0.2524,0
1,310,3.9875,-1.6224,-0.9251,0.2487,0
1,311,3.9915,-1.6731,-0.9283,0.2457,0
1,312,3.9955,-1.5652,-0.9306,0.2434,0
1,313,3.9995,-1.3624,-0.9324,0.2418,0
1,314,4.0035,-1.1752,-0.9335,0.2408,0
1,315,4.0075,-1.0322,-0.9342,0.2403,0
1,316,4.0115,-0.8983,-0.9345,0.2401,0
1,317,4.0155,-0.7670,-0.9347,0.2400,0
1,318,4.0195,-0.6669,-0.9349,0.2399,0
1,319,4.0235,-0.6097,-0.9353,0.2397,0
1,320,4.0275,-0.5798,-0.9360,0.2392,0
1,321,4.0315,-0.5590,-0.9371,0.2382,0
1,322,4.0355,-0.5395,-0.9388,0.2366,0
1,323,4.0395,-0.5161,-0.9411,0.2344,0
1,324,4.0435,-0.4914,-0.9442,0.2315,0
1,325,4.0475,-0.4992,-0.9480,0.2278,0
1,326,4.0515,-0.5629,-0.9526,0.2234,0
1,327,4.0555,-0.6630,-0.9578,0.2183,0
1,328,4.0595,-0.7540,-0.9637,0.2125,0
1,329,4.0635,-0.8281,-0.9702,0.2062,0
1,330,4.0675,-0.9152,-0.9771,0.1994,0
1,331,4.0715,-1.0348,-0.9844,0.1922,0
1,332,4.0755,-1.1609,-0.9919,0.1848,0
1,333,4.0795,-1.2766,-0.9997,0.1772,0
1,334,4.0835,-1.4014,-1.0074,0.1696,0
1,335,4.0875,-1.5496,-1.0152,0.1619,0
1,336,4.0915,-1.6562,-1.0229,0.1544,0
1,337,4.0955,-1.6367,-1.0305,0.1469,0
1,338,4.0995,-1.4911,-1.0379,0.1396,0
1,339,4.1035,-1.3065,-1.0452,0.1325,0
1,340,4.1075,-1.1557,-1.0524,0.1254,0
1,341,4.1115,-1.0374,-1.0596,0.1184,0
1,342,4.1155,-0.9269,-1.0666,0.1115,0
1,343,4.1195,-0.8385,-1.0737,0.1045,0
1,344,4.1235,-0.8008,-1.0809,0.0975,0
1,345,4.1275,-0.8008,-1.0881,0.0904,0
1,346,4.1315,-0.7917,-1.0955,0.0831,0
1,347,4.1355,-0.7514,-1.1030,0.0758,0
1,348,4.1395,-0.7072,-1.1106,0.0683,0
1,349,4.1435,-0.6994,-1.1184,0.0607,0
1,350,4.1475,-0.7514,-1.1261,0.0530,0
1,351,4.1515,-0.8476,-1.1339,0.0454,0
1,352,4.1555,-0.9477,-1.1416,0.0379,0
1,353,4.1595,-1.0244,-1.1490,0.0306,0
1,354,4.1635,-1.1024,-1.1562,0.0236,0
1,355,4.1675,-1.2155,-1.1629,0.0170,0
1,356,4.1715,-1.3585,-1.1691,0.0109,0
1,357,4.1755,-1.4820,-1.1746,0.0055,0
1,358,4.1795,-1.5769,-1.1794,0.0008,0
1,359,4.1835,-1.6939,-1.1835,-0.0031,0
1,360,4.1875,-1.8382,-1.1867,-0.0062,0
1,361,4.1915,-1.9214,-1.1892,-0.0085,0
1,362,4.1955,-1.8564,-1.1907,-0.0099,0
1,363,4.1995,-1.6679,-1.1916,-0.0106,0
1,364,4.2035,-1.4586,-1.1916,-0.0106,0
1,365,4.2075,-1.2857,-1.1911,-0.0099,0
1,366,4.2115,-1.1440,-1.1900,-0.0087,0
1,367,4.2155,-1.0192,-1.1885,-0.0070,0
1,368,4.2195,-0.9230,-1.1867,-0.0051,0
1,369,4.2235,-0.8658,-1.1847,-0.0029,0
1,370,4.2275,-0.8411,-1.1825,-0.0006,0
1,371,4.2315,-0.8333,-1.1803,0.0017,0
1,372,4.2355,-0.8177,-1.1782,0.0040,0
1,373,4.2395,-0.7852,-1.1761,0.0062,0
1,374,4.2435,-0.7566,-1.1741,0.0083,0
1,375,4.2475,-0.7787,-1.1722,0.0104,0
1,376,4.2515,-0.8593,-1.1703,0.0124,0
1,377,4.2555,-0.9594,-1.1684,0.0144,0
1,378,4.2595,-1.0374,-1.1665,0.0164,0
1,379,4.2635,-1.1102,-1.1645,0.0186,0
1,380,4.2675,-1.2168,-1.1622,0.0210,0
1,381,4.2715,-1.3520,-1.1597,0.0237,0
1,382,4.2755,-1.4768,-1.1569,0.0267,0
1,383,4.2795,-1.5873,-1.1537,0.0300,0
1,384,4.2835,-1.7186,-1.1501,0.0337,0
1,385,4.2875,-1.8499,-1.1462,0.0377,0
1,386,4.2915,-1.8759,-1.1420,0.0421,0
1,387,4.2955,-1.7355,-1.1376,0.0466,0
1,388,4.2995,-1.5015,-1.1331,0.0513,0
1,389,4.3035,-1.2948,-1.1286,0.0559,0
1,390,4.3075,-1.1466,-1.1243,0.0603,0
1,391,4.3115,-1.0140,-1.1204,0.0643,0
1,392,4.3155,-0.8801,-1.1171,0.0678,0
1,393,4.3195,-0.7813,-1.1145,0.0705,0
1,394,4.3235,-0.7345,-1.1129,0.0723,0
1,395,4.3275,-0.7085,-1.1123,0.0730,0
1,396,4.3315,-0.6734,-1.1130,0.0724,0
1,397,4.3355,-0.6357,-1.1151,0.0704,0
1,398,4.3395,-0.6071,-1.1186,0.0670,0
1,399,4.3435,-0.5993,-1.1236,0.0622,0
1,400,4.3475,-0.6175,-1.1301,0.0559,0
1,401,4.3515,-0.6747,-1.1380,0.0481,0
1,402,4.3555,-0.7644,-1.1472,0.0390,0
1,403,4.3595,-0.8658,-1.1577,0.0287,0
1,404,4.3635,-0.9542,-1.1692,0.0173,0
1,405,4.3675,-1.0400,-1.1816,0.0050,0
1,406,4.3715,-1.1531,-1.1947,-0.0080,0
1,407,4.3755,-1.2948,-1.2083,-0.0214,0
1,408,4.3795,-1.4313,-1.2222,-0.0352,0
1,409,4.3835,-1.5470,-1.2361,-0.0490,0
1,410,4.3875,-1.6757,-1.2500,-0.0627,0
1,411,4.3915,-1.8421,-1.2635,-0.0761,0
1,412,4.3955,-1.9786,-1.2766,-0.0890,0
1,413,4.3995,-1.9799,-1.2891,-0.1014,0
1,414,4.4035,-1.8252,-1.3009,-0.1131,0
1,415,4.4075,-1.6094,-1.3120,-0.1240,0
1,416,4.4115,-1.4326,-1.3222,-0.1341,0
1,417,4.4155,-1.3117,-1.3316,-0.1433,0
1,418,4.4195,-1.2233,-1.3400,-0.1517,0
1,419,4.4235,-1.1635,-1.3476,-0.1591,0
1,420,4.4275,-1.1414,-1.3542,-0.1656,0
1,421,4.4315,-1.1375,-1.3599,-0.1711,0
1,422,4.4355,-1.1141,-1.3646,-0.1757,0
1,423,4.4395,-1.0608,-1.3684,-0.1794,0
1,424,4.4435,-1.0205,-1.3712,-0.1821,0
1,425,4.4475,-1.0452,-1.3730,-0.1837,0
1,426,4.4515,-1.1388,-1.3738,-0.1843,0
1,427,4.4555,-1.2454,-1.3735,-0.1839,0
1,428,4.4595,-1.3221,-1.3720,-0.1823,0
1,429,4.4635,-1.3949,-1.3694,-0.1796,0
1,430,4.4675,-1.5080,-1.3656,-0.1756,0
1,431,4.4715,-1.6471,-1.3606,-0.1705,0
1,432,4.4755,-1.7667,-1.3543,-0.1641,0
1,433,4.4795,-1.8720,-1.3469,-0.1565,0
1,434,4.4835,-2.0020,-1.3383,-0.1478,0
1,435,4.4875,-2.1047,-1.3286,-0.1379,0
1,436,4.4915,-2.0696,-1.3179,-0.1271,0
1,437,4.4955,-1.8707,-1.3064,-0.1154,0
1,438,4.4995,-1.6159,-1.2941,-0.1030,0
